,file_name,pitch,roll,yaw,eye_pitch,eye_yaw,magnitude,label
0,0.jpg,-2.49827965092246,-1.1255989966232771,-1.9762989366646486,15.973370452063369,18.335673585891474,26,head_straight_eye_top_30
1,1.jpg,-1.484419161644824,-0.956491077236879,-1.8398793573294585,14.292866165388572,15.289027667660786,23,head_straight_eye_top_30
2,2.jpg,-1.484419161644824,-0.956491077236879,-1.8398793573294585,14.292866165388572,15.289027667660786,23,head_straight_eye_top_30
3,3.jpg,-2.204423214312999,-1.1953215117064906,-1.4437991161143122,18.339870467078235,12.88791434138945,24,head_straight_eye_top_30
4,4.jpg,-2.204423214312999,-1.1953215117064906,-1.4437991161143122,18.339870467078235,12.88791434138945,24,head_straight_eye_top_30
5,5.jpg,-2.1709116291214325,-1.2478306853626076,-1.1215489998326513,14.718684045507217,19.25288471480386,26,head_straight_eye_top_30
6,6.jpg,-2.1709116291214325,-1.2478306853626076,-1.1215489998326513,14.718684045507217,19.25288471480386,26,head_straight_eye_top_30
7,7.jpg,-2.3780396809343265,-1.1147708160665302,-1.4330303573758605,15.89084228533005,20.573784922583034,28,head_straight_eye_top_30
8,8.jpg,-2.3780396809343265,-1.1147708160665302,-1.4330303573758605,15.89084228533005,20.573784922583034,28,head_straight_eye_top_30
9,9.jpg,-1.3833442728151637,-0.7852268044853333,-1.6733331958212776,17.388276271556652,15.399761658359074,25,head_straight_eye_top_30
10,10.jpg,-1.3833442728151637,-0.7852268044853333,-1.6733331958212776,17.388276271556652,15.399761658359074,25,head_straight_eye_top_30
11,11.jpg,-2.2485081657806023,-1.1202197562829863,-1.782219935369669,15.7593719939427,14.275797729409971,23,head_straight_eye_top_30
12,12.jpg,-2.2485081657806023,-1.1202197562829863,-1.782219935369669,15.7593719939427,14.275797729409971,23,head_straight_eye_top_30
13,13.jpg,-2.1815852519679684,-1.0927027868550612,-1.4320188981116242,17.89314652580329,16.12198568082941,26,head_straight_eye_top_30
14,14.jpg,-2.1815852519679684,-1.0927027868550612,-1.4320188981116242,17.89314652580329,16.12198568082941,26,head_straight_eye_top_30
15,15.jpg,-1.980595546918072,-1.215099479328939,-1.7150751209372703,15.5772204514419,20.71538905254129,29,head_straight_eye_top_30
16,16.jpg,-1.980595546918072,-1.215099479328939,-1.7150751209372703,15.5772204514419,20.71538905254129,29,head_straight_eye_top_30
17,17.jpg,-1.9952514291276162,-1.1746752121501376,-1.7066954887541899,16.803375226990102,18.47395330763964,27,head_straight_eye_top_30
18,18.jpg,-1.9952514291276162,-1.1746752121501376,-1.7066954887541899,16.803375226990102,18.47395330763964,27,head_straight_eye_top_30
19,19.jpg,-1.585850927629261,-1.0389600478345207,-1.762319053417672,16.674530740381865,15.001574987543261,24,head_straight_eye_top_30
20,20.jpg,-1.585850927629261,-1.0389600478345207,-1.762319053417672,16.674530740381865,15.001574987543261,24,head_straight_eye_top_30
21,21.jpg,-2.45903462267711,-0.9611146810067497,-1.4834953111067322,16.633864474378694,16.699807737125877,25,head_straight_eye_top_30
22,22.jpg,-2.45903462267711,-0.9611146810067497,-1.4834953111067322,16.633864474378694,16.699807737125877,25,head_straight_eye_top_30
23,23.jpg,-1.9656505952491088,-1.3330558223674878,-1.514625956900308,18.282083725699593,14.06250472189182,24,head_straight_eye_top_30
24,24.jpg,-1.9656505952491088,-1.3330558223674878,-1.514625956900308,18.282083725699593,14.06250472189182,24,head_straight_eye_top_30
25,25.jpg,-1.5163849172244237,-1.1304173860112259,-1.4722325794100748,19.238265438172355,12.553004714259682,25,head_straight_eye_top_30
26,26.jpg,-1.5163849172244237,-1.1304173860112259,-1.4722325794100748,19.238265438172355,12.553004714259682,25,head_straight_eye_top_30
27,27.jpg,-2.161915200822775,-1.1646269766919077,-1.5456047477140322,17.677841597015675,13.37749222881798,24,head_straight_eye_top_30
28,28.jpg,-2.161915200822775,-1.1646269766919077,-1.5456047477140322,17.677841597015675,13.37749222881798,24,head_straight_eye_top_30
29,29.jpg,-2.1829496833430113,-1.2850377531295125,-1.4665341560814666,18.151299877305423,12.913873581912885,24,head_straight_eye_top_30
30,30.jpg,-2.1829496833430113,-1.2850377531295125,-1.4665341560814666,18.151299877305423,12.913873581912885,24,head_straight_eye_top_30
31,31.jpg,-2.2562786846490526,-1.4090097827889978,-1.466510740427025,18.731288079762926,14.85340083774237,26,head_straight_eye_top_30
32,32.jpg,-2.2562786846490526,-1.4090097827889978,-1.466510740427025,18.731288079762926,14.85340083774237,26,head_straight_eye_top_30
